StudentID,Age,Gender,AttendancePercentage,StudyHoursPerWeek,AssignmentCompletionRate,PreviousExamScore,ParticipationScore,ExtracurricularActivities,InternetAccessAtHome,ParentEducationLevel,FinalExamScore
2130,24,Female,80,12,88,51,1,No,No,Postgraduate,65.69
2131,24,Female,68,8,40,74,6,No,No,Postgraduate,77.07
2132,24,Female,80,22,48,47,7,Yes,No,Graduate,88.22
2133,22,Female,81,30,59,86,3,Yes,No,High School,100.0
2134,22,Female,51,2,92,92,1,Yes,No,Graduate,60.5
2135,20,Male,59,7,58,71,7,Yes,Yes,Postgraduate,80.34
2136,21,Male,51,4,75,95,3,Yes,No,Postgraduate,70.32
2137,19,Female,51,18,99,68,10,Yes,Yes,High School,83.05
2138,24,Female,73,28,79,51,6,No,Yes,Graduate,100.0
2139,23,Female,66,6,84,54,6,No,No,High School,68.87
2140,21,Male,81,27,43,93,4,No,Yes,Graduate,100.0
2141,23,Male,65,9,48,67,6,Yes,No,Postgraduate,68.49
2142,20,Female,65,27,80,51,10,No,No,High School,96.26
2143,20,Female,95,9,61,91,4,Yes,No,High School,85.2
2144,20,Male,88,14,57,35,8,Yes,Yes,Graduate,67.58
2145,18,Male,80,8,51,47,9,No,No,Graduate,68.01
2146,23,Male,92,19,81,61,2,Yes,Yes,Graduate,84.37
2147,21,Male,73,3,82,93,7,Yes,No,Postgraduate,76.24
2148,21,Female,50,18,78,40,9,Yes,No,Graduate,75.08
2149,22,Male,60,5,48,57,9,Yes,Yes,Postgraduate,55.41
2150,22,Male,70,14,45,44,5,Yes,Yes,Graduate,74.45
2151,24,Female,53,28,58,85,1,No,Yes,Graduate,92.14
2152,22,Male,56,30,87,53,6,No,Yes,Postgraduate,87.74
2153,20,Male,75,4,86,85,8,Yes,Yes,Graduate,85.52
2154,21,Male,96,7,46,76,1,Yes,Yes,Postgraduate,66.47
2155,23,Female,99,20,55,91,2,No,No,Postgraduate,95.85
2156,20,Male,61,25,44,72,1,No,Yes,Graduate,84.98
2157,18,Female,80,28,55,96,5,No,No,Graduate,100.0
2158,22,Female,66,12,40,41,2,Yes,No,High School,64.8
2159,20,Male,82,2,90,84,10,No,No,Graduate,95.32
2160,20,Male,60,11,76,86,10,No,No,High School,87.67
2161,18,Male,77,14,78,60,4,Yes,No,Graduate,71.28
2162,19,Male,81,22,58,60,1,Yes,Yes,Postgraduate,77.15
2163,21,Female,50,23,93,53,7,No,No,Postgraduate,83.52
2164,23,Male,96,16,76,43,8,Yes,No,High School,86.7
2165,24,Male,77,20,100,95,5,No,No,Graduate,100.0
2166,19,Male,91,29,56,54,2,No,Yes,High School,82.89
2167,22,Female,56,6,65,84,8,Yes,Yes,Graduate,78.46
2168,20,Male,51,23,61,56,1,Yes,Yes,Graduate,66.2
2169,18,Male,91,4,47,47,7,No,Yes,Postgraduate,67.04
2170,18,Female,73,15,100,46,1,Yes,No,High School,72.8
2171,21,Female,53,24,100,44,6,Yes,Yes,Postgraduate,80.2
2172,19,Male,93,25,72,99,6,Yes,No,Postgraduate,100.0
2173,24,Male,68,1,41,64,5,Yes,Yes,Postgraduate,58.49
2174,21,Male,75,7,69,42,2,Yes,Yes,High School,50.13
2175,20,Male,60,25,86,55,2,Yes,Yes,Graduate,78.71
2176,21,Male,89,12,59,56,9,Yes,Yes,Graduate,78.62
2177,23,Female,99,10,99,52,5,No,No,High School,70.96
2178,18,Female,92,5,57,100,5,Yes,Yes,Graduate,83.18
2179,18,Male,60,12,82,82,7,No,No,High School,80.73
2180,22,Male,94,18,96,78,6,Yes,No,High School,100.0
2181,22,Female,52,10,49,43,2,No,No,Graduate,50.08
2182,24,Male,61,6,63,88,1,Yes,No,Postgraduate,65.22
2183,20,Male,52,28,95,60,5,No,No,High School,96.12
2184,23,Male,91,12,43,60,4,Yes,No,High School,68.91
2185,19,Male,76,7,76,68,3,No,No,High School,64.59
2186,21,Male,98,18,43,42,2,Yes,Yes,High School,73.99
2187,24,Female,51,2,52,44,10,Yes,No,Graduate,53.58
2188,20,Male,98,10,64,82,2,No,Yes,Graduate,85.31
2189,22,Male,65,15,52,89,4,No,Yes,High School,84.77
2190,21,Male,51,30,57,88,2,Yes,No,Postgraduate,98.0
2191,22,Female,79,12,100,74,4,No,No,Graduate,87.32
2192,21,Female,69,26,98,49,3,No,Yes,Postgraduate,83.08
2193,19,Female,87,17,63,52,9,Yes,Yes,Postgraduate,80.1
2194,20,Female,77,4,41,57,7,No,No,High School,68.51
2195,21,Male,74,7,87,96,3,Yes,No,Graduate,86.84
2196,23,Female,81,30,72,80,8,No,Yes,High School,100.0
2197,24,Male,59,9,97,73,9,Yes,Yes,High School,87.48
2198,18,Male,91,19,58,49,7,No,No,Postgraduate,84.95
2199,23,Female,89,28,48,87,6,Yes,Yes,Postgraduate,100.0
2200,23,Female,82,27,67,98,4,Yes,Yes,Postgraduate,100.0
2201,24,Female,62,23,74,97,5,No,No,High School,100.0
2202,18,Female,90,7,96,50,8,No,Yes,High School,80.95
2203,23,Female,91,23,78,100,3,Yes,No,High School,100.0
2204,21,Male,96,2,100,47,2,Yes,No,High School,58.07
2205,21,Female,86,6,49,81,3,No,No,High School,73.5
2206,21,Female,65,18,40,43,7,No,Yes,High School,70.55
2207,18,Female,94,6,81,97,8,No,No,High School,87.58
2208,23,Male,71,13,60,68,1,No,Yes,High School,69.46
2209,18,Female,69,26,48,63,7,No,No,Graduate,83.16
2210,21,Male,99,19,99,71,9,No,No,Graduate,100.0
2211,24,Female,92,30,86,77,3,Yes,Yes,Graduate,100.0
2212,23,Female,76,2,54,98,3,No,Yes,Graduate,75.15
2213,23,Male,90,12,74,58,8,No,Yes,High School,80.05
2214,22,Female,65,15,96,68,4,No,No,High School,80.37
2215,22,Male,83,14,44,82,8,No,Yes,Postgraduate,96.67
2216,19,Male,81,6,80,46,5,Yes,No,Postgraduate,63.95
2217,20,Male,75,18,97,57,3,Yes,Yes,Graduate,90.69
2218,22,Female,74,5,61,47,4,Yes,No,Postgraduate,59.33
2219,18,Female,51,18,80,79,4,Yes,No,Graduate,89.43
2220,22,Female,61,3,62,99,8,No,No,High School,77.3
2221,19,Male,89,3,46,81,6,Yes,No,High School,70.28
2222,23,Female,58,22,95,92,7,No,Yes,Postgraduate,100.0
2223,19,Male,61,22,62,39,9,No,Yes,High School,85.02
2224,23,Female,75,10,83,39,6,Yes,No,High School,64.19
2225,24,Male,58,19,64,94,3,Yes,No,Graduate,83.64
2226,24,Male,59,3,66,55,3,No,Yes,Postgraduate,56.54
2227,23,Male,81,29,80,58,3,Yes,Yes,High School,93.92
2228,20,Female,83,12,45,52,10,Yes,Yes,Postgraduate,73.39
2229,22,Male,97,29,94,55,2,No,Yes,High School,94.18
2230,18,Male,69,16,73,88,1,No,Yes,Graduate,80.69
2231,18,Male,88,17,48,44,10,No,Yes,High School,84.62
2232,21,Male,51,7,99,58,1,No,No,Postgraduate,61.17
2233,23,Male,50,13,100,94,4,No,Yes,Postgraduate,90.1
2234,18,Male,100,24,88,91,3,Yes,Yes,Graduate,100.0
2235,20,Female,85,2,72,57,5,No,No,High School,70.03
2236,23,Female,73,4,90,56,9,No,Yes,Graduate,72.7
2237,20,Male,76,10,99,68,8,No,Yes,Postgraduate,73.94
2238,18,Female,51,7,45,62,9,Yes,Yes,Graduate,69.05
2239,18,Female,80,24,76,73,5,No,No,High School,95.23
2240,21,Male,63,17,70,76,8,No,Yes,High School,88.88
2241,18,Male,51,20,73,57,4,Yes,No,Graduate,81.77
2242,23,Male,78,6,80,36,5,No,Yes,Postgraduate,58.94
2243,24,Female,64,19,68,58,3,No,No,Postgraduate,84.96
2244,23,Male,61,5,97,51,5,No,Yes,Graduate,63.73
2245,23,Female,86,10,53,99,3,Yes,Yes,High School,83.87
2246,21,Male,77,9,75,94,5,Yes,Yes,High School,78.18
2247,21,Female,69,27,75,84,5,No,No,High School,99.16
2248,18,Male,88,13,92,46,6,No,Yes,High School,75.09
2249,19,Male,73,19,54,81,9,No,Yes,Postgraduate,100.0
2250,19,Female,70,21,47,99,1,Yes,No,High School,90.0
2251,21,Female,59,24,65,61,10,Yes,No,Graduate,100.0
2252,18,Female,95,6,75,82,6,Yes,No,Graduate,77.61
2253,19,Female,63,4,87,96,1,Yes,Yes,Graduate,71.29
2254,18,Female,86,24,60,78,6,Yes,No,Graduate,100.0
2255,18,Female,67,27,67,53,2,Yes,Yes,High School,79.72
2256,18,Male,73,3,43,93,8,No,No,Postgraduate,84.0
2257,22,Female,63,3,55,42,3,Yes,No,High School,43.72
2258,23,Male,83,4,61,89,10,No,Yes,Postgraduate,81.97
2259,18,Male,61,25,51,81,6,Yes,Yes,High School,98.51
2260,22,Female,71,5,55,36,6,No,Yes,Postgraduate,49.59
2261,21,Male,55,8,90,73,4,Yes,Yes,Graduate,71.58
2262,19,Female,85,16,79,79,5,No,No,Graduate,93.07
2263,23,Female,94,22,77,66,2,No,No,Postgraduate,88.19
2264,24,Male,85,3,81,99,10,No,No,Postgraduate,89.49
2265,19,Male,71,24,76,72,10,Yes,Yes,Postgraduate,95.76
2266,23,Female,63,12,68,45,8,Yes,Yes,Graduate,76.7
2267,24,Female,65,25,57,44,10,Yes,No,Graduate,94.53
2268,19,Male,85,8,49,93,7,No,No,High School,87.95
2269,23,Male,74,13,81,89,10,No,Yes,Postgraduate,96.44
2270,19,Male,81,4,78,54,6,No,No,Postgraduate,65.11
2271,19,Male,82,14,57,51,7,Yes,No,Postgraduate,79.36
2272,24,Female,94,14,40,39,1,Yes,No,Graduate,65.81
2273,19,Female,85,13,78,94,5,No,Yes,Postgraduate,91.4
2274,19,Female,69,27,60,57,7,Yes,No,Postgraduate,96.72
2275,24,Female,67,6,40,80,1,Yes,Yes,Graduate,67.18
2276,21,Male,87,17,54,86,2,Yes,No,Postgraduate,92.89
2277,18,Male,52,4,43,44,9,Yes,Yes,High School,46.94
2278,20,Female,72,8,99,80,3,No,No,Graduate,77.25
2279,22,Female,81,17,100,62,6,Yes,No,Graduate,87.64
2280,20,Female,94,3,59,77,7,Yes,No,Graduate,74.06
2281,20,Female,65,17,49,60,9,No,Yes,High School,90.84
2282,23,Female,54,9,62,89,5,No,No,Graduate,76.4
2283,18,Female,53,2,80,82,4,Yes,No,Graduate,70.24
2284,23,Female,70,25,73,63,2,Yes,Yes,Graduate,87.06
2285,18,Female,89,13,99,61,3,Yes,Yes,Graduate,78.75
2286,24,Female,100,20,85,52,5,Yes,No,High School,84.11
2287,24,Male,63,2,87,94,2,No,No,Postgraduate,83.63
2288,18,Female,88,20,72,55,4,No,No,Postgraduate,82.04
2289,19,Male,80,28,73,58,1,No,No,Graduate,92.53
2290,21,Male,63,11,78,37,4,Yes,No,High School,60.1
2291,19,Female,55,27,100,96,7,Yes,Yes,Graduate,100.0
2292,21,Female,61,26,49,36,3,No,No,Postgraduate,71.99
2293,23,Male,65,22,93,100,10,Yes,Yes,Postgraduate,100.0
2294,21,Male,66,15,59,76,8,No,Yes,High School,83.9
2295,23,Female,94,11,40,68,6,No,No,Postgraduate,73.78
2296,24,Male,72,23,52,76,6,No,Yes,Graduate,95.38
2297,20,Female,63,3,40,54,1,No,No,High School,48.58
2298,24,Female,56,3,44,79,5,No,Yes,Postgraduate,61.19
2299,24,Female,95,28,55,76,3,No,Yes,Graduate,94.86
2300,20,Male,81,26,54,81,10,No,No,High School,100.0
2301,21,Male,64,12,88,39,1,Yes,No,Graduate,49.86
2302,21,Female,93,24,67,83,8,No,Yes,Postgraduate,100.0
2303,23,Male,66,5,70,71,7,No,No,Graduate,72.83
2304,19,Male,90,20,62,68,7,Yes,No,High School,100.0
2305,23,Male,96,7,87,52,10,No,Yes,Graduate,79.1
2306,19,Male,93,7,84,53,10,Yes,Yes,Postgraduate,76.94
2307,24,Male,83,13,82,74,10,No,Yes,High School,94.22
2308,20,Male,54,9,56,51,4,Yes,No,High School,55.37
2309,24,Male,94,25,88,94,6,Yes,No,Postgraduate,100.0
2310,18,Female,76,21,73,76,9,Yes,No,Graduate,99.2
2311,21,Male,72,13,52,99,3,No,Yes,Graduate,90.0
2312,19,Male,89,12,53,87,9,Yes,No,Postgraduate,89.43
2313,23,Male,63,13,50,41,4,No,Yes,High School,60.12
2314,20,Male,64,24,67,39,5,No,Yes,Postgraduate,67.74
2315,19,Male,92,10,81,58,7,No,Yes,High School,81.73
2316,23,Male,82,1,71,62,6,No,Yes,High School,64.0
2317,21,Male,80,25,74,96,10,No,Yes,Graduate,100.0
2318,24,Male,84,8,100,51,8,No,Yes,Postgraduate,78.11
2319,21,Female,66,22,98,54,8,No,Yes,High School,86.27
2320,22,Male,77,16,70,37,8,Yes,No,Graduate,68.28
2321,18,Male,68,13,56,71,3,No,Yes,Postgraduate,77.36
2322,22,Male,95,3,86,49,10,No,No,Postgraduate,81.53
2323,20,Male,72,3,48,85,6,Yes,No,High School,79.9
2324,19,Female,81,24,49,82,7,No,No,High School,93.69
2325,20,Female,89,5,47,42,9,Yes,No,High School,64.27
2326,24,Female,62,26,60,47,10,Yes,No,Postgraduate,94.39
2327,23,Female,69,11,52,82,10,No,Yes,High School,79.99
2328,21,Female,84,30,98,37,4,No,No,Postgraduate,95.34
2329,22,Female,54,7,89,99,5,Yes,No,Graduate,81.09
2330,22,Female,58,21,44,65,8,No,No,Postgraduate,83.57
2331,24,Female,78,24,45,60,1,Yes,Yes,High School,81.03
2332,22,Female,55,10,69,90,6,Yes,No,Postgraduate,88.19
2333,24,Female,74,10,70,68,4,No,No,High School,81.56
2334,20,Female,80,20,56,43,5,Yes,No,Graduate,73.64
2335,21,Female,71,2,50,96,5,No,No,High School,72.4
2336,19,Female,51,3,59,47,2,No,Yes,High School,44.07
2337,23,Female,94,8,87,75,8,Yes,No,High School,91.1
2338,19,Female,54,11,48,35,2,Yes,Yes,High School,54.93
2339,20,Female,76,13,41,81,4,No,Yes,High School,83.87
2340,23,Male,74,7,76,38,5,No,No,High School,60.55
2341,22,Female,57,13,40,97,1,No,No,Graduate,79.99
2342,18,Male,50,2,43,86,6,Yes,Yes,Graduate,65.4
2343,20,Female,69,6,75,44,2,No,No,Postgraduate,54.36
2344,20,Female,93,9,93,62,5,Yes,No,High School,83.02
2345,21,Male,72,20,97,40,6,Yes,No,Postgraduate,81.27
2346,19,Female,81,25,64,61,8,Yes,Yes,Graduate,92.88
2347,20,Male,60,2,42,46,9,No,Yes,Graduate,60.4
2348,20,Male,88,18,48,96,6,Yes,No,High School,95.56
2349,22,Male,96,16,61,86,5,No,No,High School,94.48
2350,22,Female,73,25,62,82,4,Yes,Yes,Postgraduate,90.6
2351,23,Female,60,12,51,80,2,No,Yes,Graduate,68.32
2352,24,Female,78,7,49,49,2,No,Yes,Postgraduate,56.5
2353,24,Male,75,7,73,70,7,Yes,Yes,Postgraduate,72.87
2354,18,Male,65,17,82,48,5,No,Yes,Postgraduate,73.65
2355,24,Female,84,13,49,37,7,Yes,Yes,High School,72.97
2356,21,Female,69,11,69,53,1,Yes,Yes,Graduate,62.08
2357,18,Female,95,6,61,88,1,Yes,No,Postgraduate,80.95
2358,23,Female,52,29,45,44,5,Yes,Yes,Graduate,75.35
2359,22,Female,50,23,89,67,2,Yes,Yes,Graduate,86.84
2360,24,Male,96,27,41,47,8,Yes,No,Postgraduate,85.9
2361,19,Male,50,14,69,85,3,Yes,No,Postgraduate,78.65
2362,22,Male,66,6,41,66,1,No,No,High School,60.7
2363,21,Female,51,6,71,58,2,Yes,Yes,Graduate,57.21
2364,22,Male,78,2,81,69,10,Yes,Yes,Postgraduate,80.91
2365,21,Male,69,22,55,74,10,No,No,Postgraduate,100.0
2366,21,Male,55,20,51,88,7,No,No,Graduate,91.21
2367,21,Male,57,25,40,78,6,Yes,No,Postgraduate,97.98
2368,23,Male,78,15,92,96,8,Yes,Yes,Graduate,100.0
2369,21,Female,97,28,47,67,7,Yes,No,Postgraduate,99.48
2370,21,Male,100,17,87,90,10,No,Yes,Graduate,100.0
2371,19,Female,82,29,89,70,8,Yes,Yes,Postgraduate,100.0
2372,18,Female,52,8,52,88,3,No,Yes,Postgraduate,72.91
2373,20,Female,84,5,54,53,6,Yes,Yes,High School,63.04
2374,18,Female,54,17,92,77,7,Yes,No,Graduate,92.01
2375,21,Female,76,20,83,46,10,No,No,High School,91.3
2376,19,Male,93,1,47,45,1,Yes,No,Postgraduate,50.73
2377,22,Male,61,22,49,46,1,Yes,Yes,Graduate,70.11
2378,19,Female,69,18,85,75,7,Yes,No,Graduate,91.9
2379,21,Female,94,15,44,59,3,No,Yes,Postgraduate,70.02
2380,19,Female,69,5,89,37,3,Yes,Yes,Postgraduate,48.65
2381,24,Male,58,7,58,37,5,Yes,Yes,Postgraduate,49.31
2382,19,Female,88,18,86,62,6,No,No,Postgraduate,86.91
2383,21,Male,53,6,77,57,2,No,Yes,Graduate,66.36
2384,23,Female,100,22,98,82,3,Yes,Yes,High School,100.0
2385,24,Male,68,21,50,76,6,Yes,No,Graduate,86.53
2386,19,Female,87,5,92,74,3,No,No,Graduate,77.25
2387,20,Male,76,30,82,40,5,Yes,No,Graduate,88.66
2388,20,Female,94,19,59,54,9,Yes,Yes,Graduate,89.43
2389,19,Male,92,10,59,45,3,No,Yes,Postgraduate,61.26
2390,23,Male,62,15,60,61,6,Yes,No,High School,87.06
2391,22,Male,62,10,57,55,5,Yes,Yes,Graduate,74.52
2392,21,Male,71,27,96,47,5,No,Yes,Graduate,88.19
2393,20,Male,77,16,89,69,6,Yes,No,High School,85.02
2394,22,Male,96,12,49,81,6,Yes,No,Postgraduate,91.03
2395,19,Male,94,18,73,62,1,Yes,No,Graduate,74.7
2396,22,Female,71,23,65,55,9,No,No,Postgraduate,94.03
2397,24,Female,92,1,69,52,5,Yes,No,Graduate,61.48
2398,18,Female,68,16,48,65,1,No,No,Graduate,63.58
2399,20,Female,57,22,85,94,8,No,No,High School,100.0
2400,19,Female,57,6,90,71,7,Yes,No,High School,71.27
2401,21,Male,91,3,70,55,7,No,Yes,Postgraduate,68.36
2402,23,Male,75,2,81,48,5,Yes,Yes,Graduate,58.94
2403,24,Male,97,28,94,94,1,Yes,Yes,Postgraduate,100.0
2404,19,Male,100,2,43,57,9,Yes,Yes,High School,66.33
2405,21,Male,75,30,100,63,9,No,Yes,High School,100.0
2406,23,Female,72,13,100,81,8,Yes,Yes,High School,97.18
2407,23,Female,92,9,45,64,5,Yes,Yes,High School,70.43
2408,19,Female,62,16,53,72,3,Yes,Yes,High School,78.74
2409,24,Female,77,27,43,61,8,No,Yes,Postgraduate,95.03
2410,22,Male,58,5,65,49,1,No,Yes,Postgraduate,50.64
2411,22,Male,69,23,86,93,3,Yes,Yes,High School,100.0
2412,23,Male,68,28,87,37,7,Yes,No,Graduate,82.77
2413,22,Female,97,21,78,44,4,Yes,Yes,Graduate,82.1
2414,18,Male,88,7,56,51,7,Yes,No,Graduate,59.83
2415,23,Female,100,13,58,45,5,No,Yes,Graduate,71.78
2416,23,Male,61,20,100,82,6,No,No,Graduate,100.0
2417,21,Male,64,24,90,39,7,No,Yes,High School,81.55
2418,22,Female,80,29,88,98,10,No,No,Postgraduate,100.0
2419,24,Male,63,27,45,48,7,No,Yes,High School,82.33
2420,23,Male,60,30,68,84,7,No,No,Graduate,100.0
2421,24,Female,75,26,50,60,7,No,Yes,Graduate,94.53
2422,18,Male,91,13,55,41,7,Yes,No,Postgraduate,73.32
2423,21,Female,76,27,69,50,3,Yes,Yes,High School,96.55
2424,19,Male,60,26,64,89,3,Yes,No,Postgraduate,92.45
2425,24,Male,87,7,79,90,7,Yes,No,Graduate,90.43
2426,23,Male,83,10,50,38,2,Yes,No,Graduate,58.16
2427,18,Male,92,15,46,82,2,Yes,No,Postgraduate,88.49
2428,20,Male,68,21,65,51,3,No,No,Graduate,78.65
2429,18,Male,55,27,95,70,4,Yes,No,High School,93.71
2430,18,Male,95,6,61,72,6,No,No,Graduate,71.39
2431,21,Male,87,5,64,96,8,Yes,No,Graduate,89.93
2432,19,Female,98,23,58,82,10,No,Yes,High School,100.0
2433,20,Female,91,28,70,44,10,No,Yes,Graduate,100.0
2434,22,Male,77,2,65,70,7,Yes,Yes,Postgraduate,68.1
2435,22,Male,50,21,81,63,4,Yes,No,Postgraduate,83.09
2436,24,Female,84,15,80,38,2,Yes,No,Graduate,59.18
2437,18,Male,89,26,75,78,2,Yes,Yes,High School,93.2
2438,21,Male,57,16,62,90,4,Yes,Yes,High School,91.08
2439,21,Female,96,19,86,76,6,No,No,Postgraduate,99.0
2440,22,Male,56,9,52,47,3,Yes,No,Graduate,57.83
2441,24,Male,60,29,64,80,6,No,Yes,High School,98.41
2442,24,Female,88,22,41,67,5,No,No,High School,84.17
2443,24,Male,53,29,41,55,5,No,Yes,Postgraduate,81.68
2444,20,Male,74,26,55,91,2,Yes,No,Postgraduate,99.39
2445,19,Female,61,19,48,82,8,Yes,Yes,High School,94.53
2446,20,Male,75,7,67,67,5,Yes,Yes,Postgraduate,69.85
2447,23,Female,87,4,52,70,2,Yes,No,High School,56.2
2448,23,Male,95,30,74,67,7,Yes,Yes,Graduate,100.0
2449,19,Male,61,3,80,65,9,Yes,No,Postgraduate,71.89
2450,22,Female,92,24,52,55,9,No,No,Postgraduate,95.65
2451,19,Female,100,29,70,61,1,Yes,No,Graduate,98.53
2452,21,Male,86,20,60,96,7,No,No,High School,100.0
2453,23,Female,95,11,71,60,9,No,No,High School,90.15
2454,18,Female,73,1,93,100,6,Yes,Yes,Postgraduate,83.89
2455,18,Male,65,6,73,46,1,Yes,No,High School,51.19
2456,22,Male,62,26,47,56,2,Yes,No,High School,84.05
2457,21,Male,74,11,98,51,4,Yes,Yes,Graduate,76.19
2458,20,Female,53,27,80,41,4,Yes,No,Graduate,78.29
2459,21,Female,60,1,87,71,2,Yes,Yes,Graduate,66.73
2460,18,Female,81,21,41,72,8,No,No,Postgraduate,92.32
2461,18,Female,98,7,77,45,2,No,Yes,Graduate,69.18
2462,23,Male,56,6,71,35,3,No,No,Graduate,57.95
2463,21,Female,95,14,93,59,4,No,No,High School,95.51
2464,21,Male,60,2,79,76,9,No,No,Graduate,74.26
2465,18,Female,77,27,97,86,10,No,No,Postgraduate,100.0
2466,20,Male,90,4,67,58,1,Yes,No,Graduate,64.72
2467,22,Male,72,11,76,87,8,Yes,Yes,Postgraduate,94.88
2468,24,Male,94,15,80,90,5,Yes,Yes,High School,98.92
2469,22,Female,72,18,40,97,7,No,No,High School,100.0
2470,21,Male,99,27,80,42,8,No,Yes,Graduate,88.23
2471,22,Male,77,1,49,93,5,No,No,High School,73.16
2472,18,Female,92,3,94,79,8,Yes,No,Graduate,80.38
2473,18,Male,96,3,43,61,10,Yes,No,High School,68.01
2474,21,Female,75,28,74,86,8,Yes,Yes,Postgraduate,100.0
2475,21,Female,74,7,49,52,9,No,No,High School,64.82
2476,24,Male,78,1,86,50,2,No,Yes,Graduate,54.33
2477,24,Male,68,25,50,100,3,No,No,Graduate,100.0
2478,23,Female,82,11,53,39,1,Yes,No,Graduate,56.54
2479,21,Male,85,6,77,37,4,No,Yes,Postgraduate,63.66
2480,20,Female,63,20,51,41,5,Yes,No,High School,65.72
2481,22,Female,63,3,84,84,1,Yes,Yes,Graduate,58.38
2482,21,Female,84,19,56,48,8,Yes,No,Postgraduate,84.26
2483,19,Male,79,2,55,72,2,Yes,No,Postgraduate,61.62
2484,23,Female,77,18,74,81,1,Yes,No,Postgraduate,85.71
2485,19,Male,66,30,41,67,2,Yes,Yes,High School,84.94
2486,18,Male,52,12,50,77,5,Yes,No,High School,79.0
2487,24,Male,65,29,100,63,9,No,Yes,High School,100.0
2488,22,Male,95,10,80,91,9,Yes,No,Postgraduate,93.03
2489,21,Female,79,5,42,39,2,No,No,High School,57.02
2490,19,Male,78,9,68,94,2,Yes,Yes,Graduate,85.36
2491,22,Female,94,2,57,36,3,Yes,No,Postgraduate,50.25
2492,18,Female,64,2,59,77,7,Yes,No,High School,56.99
2493,24,Male,95,28,86,38,3,No,Yes,Postgraduate,85.92
2494,20,Female,74,6,53,90,1,Yes,Yes,Postgraduate,71.84
2495,23,Female,100,29,73,93,6,Yes,Yes,High School,100.0
2496,22,Male,87,10,88,43,3,No,No,Postgraduate,57.7
2497,22,Female,91,18,93,37,1,No,Yes,High School,79.7
2498,20,Female,96,12,70,82,4,No,Yes,High School,89.18
2499,22,Female,87,4,97,77,1,No,No,High School,66.86
2500,18,Female,72,22,79,35,1,Yes,Yes,Postgraduate,74.51
